事件guid,规则名称,描述,预警时间,状态,级别
64ae4a24ff694c0aa352a05fc94cb902,疑似共同食品聚集,食品名称：凉皮;加工及包装方式：餐饮服务业,2019/8/12 12:10,已排除,区县级
5ba9cd34c15f4c4cb47fccb6748b09c6,疑似共同食品聚集,食品名称：煮钉螺;加工及包装方式：餐饮服务业,2019/8/5 16:08,已排除,区县级
8cace9c3dff64d089cb2d08885516dda,疑似共同食品聚集,食品名称：烤猪肉;加工及包装方式：餐饮服务业,2019/8/3 1:05,已排除,区县级
bf05864379074527a4956f675321c0ed,疑似共同食品聚集,食品名称：烤羊肉串;加工及包装方式：餐饮服务业,2019/8/15 12:10,已排除,区县级
dd9551cb1ef145d69fb5c8780258e554,疑似共同食品聚集,食品名称：烤猪肉;加工及包装方式：餐饮服务业,2019/8/27 16:11,已排除,区县级
d71c9c19fdcb40e99510b7d974390d80,疑似共同食品聚集,食品名称：烤羊肉串;加工及包装方式：餐饮服务业,2019/8/5 12:06,已排除,区县级
780db65e337348689834e845501cb7e4,疑似共同食品聚集,食品名称：小龙虾;加工及包装方式：餐饮服务业,2019/7/31 16:07,已排除,区县级
78f3ee2a9029454b8637a70c85f178ed,疑似共同食品聚集,食品名称：海鲜;加工及包装方式：餐饮服务业,2019/8/27 12:10,已排除,医院级
95f2d63a0ed044c1b1548c0bcec5e543,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：吉林省吉林市永吉县岔路河镇街里饭店,2019/10/14 12:12,已排除,医院级
453980d7dddc471fac75023f55cebdea,疑似共同食品聚集,食品名称：肉;加工及包装方式：餐饮服务业,2019/10/14 12:12,已排除,医院级
45663bb4bf4d472db350acc7d26cdd80,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/10/14 12:12,已排除,医院级
00bfda56ce7c40ecbc273c8636c5c6bd,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：吉林省吉林市永吉县万昌镇街里烧烤店,2019/8/26 16:09,已排除,医院级
c5f8d3cf25524b179aa0e6794877c9a8,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：吉林省吉林市永吉县万昌镇街里烧烤店,2019/9/29 12:11,已排除,医院级
f9fab58d6d4f4bee85d0c9eab39778f4,疑似共同食品聚集,食品名称：猪肉丝;加工及包装方式：餐饮服务业,2019/9/25 12:11,已排除,医院级
ed97825bbb484446a95b30b668cbc24e,疑似共同地点聚集,进食场所：学校;详细进食地点：四川省宜宾市宜宾县南岸金鱼井街3号（学校食堂）,2019/9/23 12:11,已排除,医院级
15e7640b68024059a9ea928e12f9cf09,疑似共同食品聚集,食品品牌：蒙牛;食品名称：牛奶（盒装）;加工及包装方式：预包装,2019/10/17 1:14,已排除,医院级
221e4ca9c9024e0398300f0bf99f345c,横纹肌溶解综合症监测,初步诊断：横纹肌溶解综合征,2019/10/24 1:14,已排除,医院级
4cb0405ffe4948b2be856cf5c8bccdb2,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/10/21 16:16,已排除,医院级
928491b12c6d4ddaaca793744b2aa07c,疑似共同食品聚集,食品品牌：伊利;食品名称：酸奶;加工及包装方式：预包装,2019/10/22 16:15,已排除,医院级
91b401aa04004a8ba18eac319a2ca271,疑似共同地点聚集,进食场所：学校食堂;详细进食地点：四川省宜宾市宜宾县南岸金鱼井街3号（学校食堂）,2019/9/25 1:11,已排除,医院级
3d3aa395ef514b89a0db0defe093fdd7,疑似共同地点聚集,进食场所：工地食堂;详细进食地点：山东省青岛市平度市崔召,2019/7/13 3:01,已排除,医院级
2061339741bc4193b3dd268f26cab7cd,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：四川省雅安市雨城区万达广场,2019/8/29 1:09,已排除,医院级
5b9f363a2a244e58b794a6aaf43e84b2,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/10/8 12:12,已排除,医院级
6255aaf4d3c2401d833f3f836bd2d15b,疑似共同地点聚集,进食场所：农村宴席;详细进食地点：四川省雅安市汉源县富林镇,2019/10/18 1:13,已排除,医院级
de7181ab30c84e95904026e200aeeb92,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/10/24 16:14,已排除,医院级
af38adbbb2a7414182e076b85d64e864,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：湖南省长沙市望城区廖家坪烧烤店,2019/10/24 16:13,已排除,医院级
6b68212d1fd34e15a6d424ad58b67cb0,疑似共同食品聚集,食品品牌：蒙牛;食品名称：雪糕;加工及包装方式：预包装,2019/7/10 3:25,已排除,区县级
5e7ec7854f914297835eb5bbc44a1beb,疑似共同食品聚集,食品品牌：蒙牛;食品名称：牛奶;加工及包装方式：预包装,2019/8/19 16:11,已排除,医院级
974148b210b642519099feafbc3906e9,疑似共同食品聚集,食品品牌：可口可乐;食品名称：碳酸饮料;加工及包装方式：预包装,2019/7/20 3:23,已排除,医院级
00514caaf19348aa8429899161a0a519,疑似共同食品聚集,食品名称：油条;加工及包装方式：餐饮服务业,2019/10/18 16:16,已排除,医院级
3dbe50de3146442c80a4d4b8e7bf97fa,疑似共同食品聚集,食品品牌：伊利;食品名称：酸奶;加工及包装方式：预包装,2019/10/18 16:16,已排除,医院级
afd7a7c0a527422584e5ac66ee30838a,疑似共同食品聚集,食品品牌：不祥;食品名称：雪糕;加工及包装方式：预包装,2019/7/20 3:23,已排除,医院级
a60a83edaf314d6faa30a8a1882cbb16,疑似共同食品聚集,食品名称：油条;加工及包装方式：餐饮服务业,2019/10/31 16:15,已排除,医院级
e5c1114ef322448fba9fb0397d382e55,疑似共同食品聚集,食品品牌：蒙牛;食品名称：酸奶;加工及包装方式：预包装,2019/8/27 16:10,已排除,医院级
a9bfbd72bb8b4ffb879c4b9f8432763c,疑似共同食品聚集,食品品牌：山水啤酒;食品名称：冰镇啤酒;加工及包装方式：预包装,2019/6/30 18:12,已排除,医院级
ad8b3171deab409fa829b68ea6327dee,疑似共同地点聚集,进食场所：街头食品;详细进食地点：山东省菏泽市郓城县水堡乡兄弟烧烤,2019/7/5 2:58,已排除,医院级
d4593b956f7e45a79ebcc7c7215b981c,疑似共同食品聚集,食品名称：米线;加工及包装方式：餐饮服务业,2019/9/26 1:11,已排除,区县级
94ee67dc46a54967b495844c351f57dc,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/12/11 16:17,已排除,地市级
0ad580a20373422397a6cc647ef8e2c4,疑似共同食品聚集,食品名称：虾;加工及包装方式：餐饮服务业,2019/11/11 12:14,已排除,医院级
b60277f80bf64a2ba9a9b5b3769e4590,疑似共同食品聚集,食品品牌：具体品牌不详;食品名称：法式小面包;加工及包装方式：预包装,2019/9/6 16:12,已排除,医院级
816067879e514afbbd8b0fc1227475d5,疑似共同食品聚集,食品名称：油条;加工及包装方式：餐饮服务业,2019/12/19 1:17,已排除,医院级
140cc27dce924783b1849b4410640a89,疑似共同地点聚集,进食场所：学校;详细进食地点：河南省漯河市源汇区水利与环境学院院内,2019/9/19 16:11,已排除,医院级
a135d442d8f3442d945785e78ba79308,疑似共同食品聚集,食品名称：麻辣烫;加工及包装方式：餐饮服务业,2019/9/16 12:11,已排除,医院级
2f6e1e67f36b4a088cfc6fb0430a5125,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：辽宁省营口市站前区圣罗巴海鲜自助,2019/7/22 19:47,已排除,医院级
83cf767c634f4473844da4c83b8e99b1,疑似共同食品聚集,食品名称：扇贝;加工及包装方式：餐饮服务业,2019/7/23 0:07,已排除,医院级
dee5211c8815482e98a58b9ad62857f1,疑似共同食品聚集,食品名称：烧鸡;加工及包装方式：餐饮服务业,2019/12/14 16:17,已排除,医院级
473a956e1a674a25a0f19c97c9273b87,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：湖南省长沙市雨花区陈记老店,2019/9/29 12:11,已排除,医院级
45b20ff308434386beecbd427c1c4cf0,疑似共同食品聚集,食品名称：鸡汁米线;加工及包装方式：餐饮服务业,2019/12/3 12:16,已排除,医院级
484302ddbb934ce383d236f68e863eea,疑似共同食品聚集,食品名称：肉包子;加工及包装方式：餐饮服务业,2019/12/2 12:16,已排除,医院级
3afc4e16baf944db81f62e52c3801242,疑似共同食品聚集,食品名称：胡辣汤;加工及包装方式：餐饮服务业,2019/12/3 1:16,已排除,医院级
2d8c948aa2b44f8f837c5a7e8a6c10b8,疑似共同食品聚集,食品品牌：杭州娃哈哈有限公司;食品名称：娃哈哈八宝粥;加工及包装方式：预包装,2019/11/21 1:15,已排除,医院级
3499444eab724672920446520f6adae6,疑似共同食品聚集,食品名称：金钱麻辣爆肚;加工及包装方式：餐饮服务业,2019/12/12 12:16,已排除,医院级
32a00ca3a1914420981352b766dae7ba,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：河南省周口市太康县逊母口镇十字街胡辣汤店,2019/11/17 12:15,已排除,医院级
1768c6bb887a41c6b127c44e5e3729a6,疑似共同食品聚集,食品名称：麻辣烫;加工及包装方式：餐饮服务业,2019/12/10 12:16,已排除,医院级
1e8014cbb1a84ed789d817eccc6c0959,疑似共同食品聚集,食品名称：香辣虾;加工及包装方式：餐饮服务业,2019/12/3 12:16,已排除,医院级
07b2ab39dc204a1398791508cd30cc48,疑似共同食品聚集,食品品牌：花花牛;食品名称：牛奶;加工及包装方式：预包装,2019/12/2 12:16,已排除,医院级
585f4d9aa5274a9894013479a10606d2,疑似共同食品聚集,食品名称：鸭血粉丝汤;加工及包装方式：餐饮服务业,2019/12/3 12:16,已排除,医院级
d2dcbaa8f8a24ddab5f93acb4620cee2,疑似共同食品聚集,食品名称：炸鸡;加工及包装方式：餐饮服务业,2019/12/3 12:16,已排除,医院级
9976fa176b524bb6b689ee979155d2f2,疑似共同食品聚集,食品品牌：蒙牛;食品名称：牛奶;加工及包装方式：预包装,2019/11/18 12:15,已排除,医院级
b7c22d3dcce3498bb6b5ef03b9157acc,疑似共同食品聚集,食品名称：肉包子;加工及包装方式：餐饮服务业,2019/11/17 12:15,已排除,医院级
ed321fefaf59436a8c7639b8343d3c08,疑似共同食品聚集,食品名称：馄饨;加工及包装方式：餐饮服务业,2019/12/2 16:17,已排除,医院级
f383092379234b85870fb08f5b55eec4,疑似共同食品聚集,食品名称：麻辣烫;加工及包装方式：餐饮服务业,2019/12/2 16:16,已排除,医院级
fcdfaf22fa0a421ca2acef758ba274c3,疑似共同食品聚集,食品名称：热干面;加工及包装方式：餐饮服务业,2019/12/3 12:16,已排除,医院级
fe37638d635541e688dc02ba6680bc28,疑似共同食品聚集,食品名称：土豆粉;加工及包装方式：餐饮服务业,2019/12/3 12:16,已排除,医院级
7905cca818664c30981a6819bdb42069,疑似共同食品聚集,食品名称：烧鸡;加工及包装方式：餐饮服务业,2019/9/9 12:11,已排除,医院级
c23d28eea235440982de0e6b52d6432d,疑似共同食品聚集,食品名称：烩面;加工及包装方式：餐饮服务业,2019/11/7 1:14,已排除,医院级
b67f12f3a0c84c3cbb5f088619e6623f,疑似共同食品聚集,食品名称：肉夹馍;加工及包装方式：餐饮服务业,2019/11/14 1:14,已排除,医院级
07110bec4fe4411188f8e62ecf18a081,疑似共同食品聚集,食品名称：炸鸡腿;加工及包装方式：餐饮服务业,2019/8/30 12:11,已排除,医院级
46129dcb852d419ab6c5a85bc0261a07,疑似共同食品聚集,食品名称：酒席混合食物(鸡、鸭、鱼、炒菜);加工及包装方式：餐饮服务业,2019/10/20 12:14,已排除,医院级
0447327e81824a0c9cc5788a3a3ddadf,疑似共同食品聚集,食品名称：农村宴席;加工及包装方式：餐饮服务业,2019/10/11 12:12,已确定,医院级
8cb1b1bcfb1c4b9f84d3fb4a3f014230,疑似共同食品聚集,食品品牌：合阳奶粉;食品名称：奶粉;加工及包装方式：预包装,2019/11/25 12:15,已排除,医院级
9f12ac4c6d60459e8e34eb9d12ab2781,疑似共同地点聚集,进食场所：农村宴席;详细进食地点：陕西省渭南市合阳县百良镇合义村2组,2019/10/11 12:11,已确定,医院级
e5b2deae2a2345d3aebb5c2429c3979a,疑似共同食品聚集,食品品牌：崂山;食品名称：啤酒;加工及包装方式：预包装,2019/7/4 3:10,已排除,医院级
21c84f362bd94be88cf0e39fd925e9f4,疑似共同地点聚集,进食场所：街头食品;详细进食地点：河南省洛阳市西工区红山乡国花宝居门口,2019/7/6 3:00,已排除,医院级
412c82fee8894e9690eddd050979ddcf,疑似共同食品聚集,食品名称：凉皮;加工及包装方式：餐饮服务业,2019/8/19 12:10,已排除,区县级
31afe27aae784ae189e8e8eb17504611,疑似共同食品聚集,食品名称：凉皮;加工及包装方式：餐饮服务业,2019/9/9 12:11,已排除,区县级
2b0bcf3f60e9446395a5252ed431c302,疑似共同食品聚集,食品品牌：伊利;食品名称：雪糕;加工及包装方式：预包装,2019/7/5 3:13,已排除,区县级
293a45f9c89d40cc8d5faf5581f0ea26,疑似共同食品聚集,食品名称：炒豆苗;加工及包装方式：餐饮服务业,2019/9/24 1:11,已排除,医院级
8a03a04f26d345568e7a9ad015114fc7,疑似共同地点聚集,进食场所：学校食堂;详细进食地点：山东省泰安市岱岳区范镇四中食堂,2019/9/29 1:10,已确定,医院级
5aa27c6441a34199a7ae2c867ec35bd0,疑似共同食品聚集,食品品牌：泰山;食品名称：啤酒;加工及包装方式：预包装,2019/9/24 12:12,已排除,医院级
a79d61c0adc4425d8ee2f42c9682a80e,疑似共同食品聚集,食品品牌：雪花;食品名称：啤酒;加工及包装方式：预包装,2019/10/12 12:12,已排除,医院级
abf8847c00224fcc93c3182ab8fb45df,疑似共同食品聚集,食品品牌：亚奥特;食品名称：酸奶;加工及包装方式：预包装,2019/9/24 1:11,已排除,医院级
a2c0094b4f504516bda7627d0d6a51cd,疑似共同食品聚集,食品名称：炖冬瓜;加工及包装方式：餐饮服务业,2019/9/29 1:11,已确定,医院级
4ccfabab4ad4401f9416807810a44a69,疑似共同食品聚集,食品品牌：君乐宝;食品名称：酸奶;加工及包装方式：预包装,2019/8/9 1:09,已排除,医院级
54a66eb9b0e84cd8b97d46d20f435b98,疑似共同地点聚集,进食场所：食品店;详细进食地点：湖北省武汉市东西湖区吴家山,2019/10/8 16:12,已排除,医院级
3bda20ecf0fa48699b03f5eaf4b87ced,疑似共同地点聚集,进食场所：街头食品;详细进食地点：湖北省武汉市东西湖区吴家山街道,2019/11/20 16:15,已排除,医院级
12b47f6b35fb47258f1a2483c1de1bc5,疑似共同食品聚集,食品名称：不详;加工及包装方式：餐饮服务业,2019/10/8 16:12,已排除,医院级
f9bf88b7c0ff4345a5ced90bbf53aa2e,疑似共同地点聚集,进食场所：食品店;详细进食地点：湖北省武汉市东西湖区吴家山街道,2019/10/8 16:12,已排除,医院级
f6492b2d06a64c589dcb7077c48a6d7f,疑似共同食品聚集,食品名称：盖饭;加工及包装方式：餐饮服务业,2019/9/24 1:11,已排除,医院级
a5b2666ac3184fe69e0eec413faac88a,疑似共同地点聚集,进食场所：学校;详细进食地点：西藏自治区山南市扎囊县学校,2019/9/24 1:11,已排除,医院级
31d4b0b02a664859b8b8122773729987,疑似共同地点聚集,进食场所：学校;详细进食地点：西藏自治区山南市扎囊县县城,2019/9/6 1:10,已排除,医院级
3eb94bab9e5745ec8e4229af2283ecfd,疑似共同地点聚集,进食场所：街头食品;详细进食地点：四川省宜宾市翠屏区宜宾市卫校门口地摊,2019/9/30 1:10,已排除,医院级
262bb011785147c8af8fa5e27b439301,疑似共同地点聚集,进食场所：学校;详细进食地点：四川省宜宾市翠屏区宜宾卫校宿舍,2019/9/6 1:09,已排除,医院级
bc348759ec65459b938cedda2ff329ea,疑似共同食品聚集,食品品牌：康师傅;食品名称：方便面;加工及包装方式：预包装,2019/9/6 1:10,已排除,医院级
a57d484a724c4a1ba3326bb75541d9fe,横纹肌溶解综合症监测,初步诊断：横纹肌溶解综合征,2019/9/18 12:13,已排除,医院级
c3384069d34b4a1a8fde3a5998497fd8,横纹肌溶解综合症监测,初步诊断：横纹肌溶解综合征,2019/8/8 16:10,已排除,医院级
8ff423e3f7ea4855984e033e7c259d6e,横纹肌溶解综合症监测,初步诊断：横纹肌溶解综合征,2019/8/31 12:12,已排除,医院级
85127391f2aa47398b77a1de0582db01,疑似共同食品聚集,食品名称：酒席;加工及包装方式：餐饮服务业,2019/7/30 12:04,已确定,医院级
481cb1ad97474f56a91aab62c522138c,疑似共同食品聚集,食品名称：龙虾;加工及包装方式：餐饮服务业,2019/7/30 12:04,已排除,医院级
af90bff1b9ed43bf8af2165cfa3d88ab,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/11/21 16:16,已排除,地市级
428061f3843b4c4f87f4a919954e9e49,疑似共同食品聚集,食品品牌：伊利优酸乳;食品名称：伊利优酸乳;加工及包装方式：预包装,2019/8/20 12:10,已排除,医院级
8f8f6411e1c84a8ab102dc7753bdb2b2,疑似共同食品聚集,食品名称：红烧茄子;加工及包装方式：餐饮服务业,2019/7/31 12:05,已排除,医院级
798d1c3430ad496993c7b3af8123deb7,疑似共同食品聚集,食品名称：宴席肉类;加工及包装方式：餐饮服务业,2019/7/30 12:04,已排除,医院级
b516f0c793e440f0aaa2beb381e9d396,疑似共同食品聚集,食品名称：水煮肉片;加工及包装方式：餐饮服务业,2019/7/31 1:05,已排除,医院级
a577f7d48eff4d2a86cdf8afbce2d696,疑似共同食品聚集,食品名称：红烧鱼;加工及包装方式：餐饮服务业,2019/7/31 1:05,已排除,医院级
b649004507b14caabdff9e54735bd1b5,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/11/15 1:14,已排除,区县级
3c1e75098b5c42598e8ce7c3ab4fb2aa,疑似共同地点聚集,进食场所：街头食品;详细进食地点：湖南省长沙市宁乡县资福镇窑里社区新桥旁,2019/11/7 12:14,已排除,医院级
e027133353ab4476bf0a6637395ad123,疑似共同地点聚集,进食场所：农贸市场;详细进食地点：甘肃省酒泉市肃州区家中,2019/10/8 16:12,已排除,医院级
b721eb9d404e483e82e0febf8447c77d,疑似共同食品聚集,食品名称：火锅羊肉;加工及包装方式：餐饮服务业,2019/12/5 12:16,已排除,医院级
476a74225a2040bda08891e000e3e086,疑似共同食品聚集,食品品牌：蒙牛;食品名称：纯牛奶;加工及包装方式：预包装,2019/10/8 1:11,已排除,医院级
808bf46b828d4fdd8738f42f1864fca7,疑似共同食品聚集,食品名称：小笼包;加工及包装方式：餐饮服务业,2019/12/4 12:16,已排除,医院级
4d5d040481bf47508d10658a81602474,疑似共同食品聚集,食品名称：羊肉汤;加工及包装方式：餐饮服务业,2019/12/6 12:16,已排除,医院级
cc197e213465402baa2af9b6cd7eee0a,疑似共同地点聚集,进食场所：学校;详细进食地点：四川省宜宾市翠屏区凉姜中心校,2019/12/5 12:16,已排除,医院级
e7d7d845c6a9451db50779a63804fda9,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：安徽省滁州市全椒县襄河镇,2019/8/19 12:09,已排除,区县级
e71982edf8f64810a818026ddb4795be,疑似共同食品聚集,食品品牌：可口可乐;食品名称：可口可乐（凉的）;加工及包装方式：预包装,2019/7/5 3:12,已排除,医院级
d1b4b6878fbf416dafdaa412d0e60797,疑似共同食品聚集,食品名称：清炒茄子;加工及包装方式：餐饮服务业,2019/9/6 1:10,已确定,医院级
d2400b913b694c458c33f359a621245a,疑似共同地点聚集,进食场所：学校食堂;详细进食地点：山东省日照市莒县桑园镇上疃小学食堂,2019/6/30 18:10,已确定,医院级
c847d68b8f42494c98dfaefebcda8353,疑似共同食品聚集,食品名称：白菜猪肉馅包子;加工及包装方式：餐饮服务业,2019/9/7 1:10,已确定,医院级
d97c3534024248daa3bfc4d748928722,疑似共同食品聚集,食品品牌：伊利;食品名称：纯牛奶;加工及包装方式：预包装,2019/6/30 18:12,已排除,医院级
a6f46735ef3f4d89ac99003142bd1f0d,疑似共同食品聚集,食品名称：瘦肉丸炖小白菜;加工及包装方式：餐饮服务业,2019/9/21 12:11,已确定,医院级
ac1862d5ac3845e3936bc6dd69a6aad3,疑似共同食品聚集,食品名称：猪肉馅饼;加工及包装方式：餐饮服务业,2019/9/10 12:11,已确定,医院级
5259e7952d644945bd64b83f9891b23f,疑似共同食品聚集,食品名称：番茄炒鸡蛋;加工及包装方式：餐饮服务业,2019/9/21 12:11,已确定,医院级
66315b9147b140e394c5655df829a837,疑似共同食品聚集,食品名称：手工香米馒头;加工及包装方式：餐饮服务业,2019/9/21 12:11,已确定,医院级
76617491446442e4a050efba0cdbe7b9,疑似共同地点聚集,进食场所：学校食堂;详细进食地点：山东省日照市莒县城阳路幼儿园食堂,2019/9/21 12:11,已确定,医院级
937476f82e3e45179293f22828380a02,疑似共同食品聚集,食品名称：蒸豆腐卷;加工及包装方式：餐饮服务业,2019/9/6 12:11,已确定,医院级
98070a8dc6a74fdb87010de84dda39a8,疑似共同食品聚集,食品名称：炸鸡柳;加工及包装方式：餐饮服务业,2019/10/23 12:14,已排除,医院级
4065a77ec8bd4175997ecf5df730ba3c,疑似共同地点聚集,进食场所：学校食堂;详细进食地点：山东省日照市莒县文心高中食堂,2019/9/6 1:09,已确定,医院级
0a02972b15f148ac916199dbb2543417,疑似共同地点聚集,进食场所：其他;详细进食地点：山东省日照市莒县莒县人民医院病房,2019/12/16 16:16,已排除,医院级
0acf49c834744c0282a2d395f1c1e127,疑似共同地点聚集,进食场所：街头食品;详细进食地点：山东省潍坊市诸城市昌城镇昌城烧烤店,2019/8/21 16:09,已排除,医院级
22a3f46a6c9b4ef3bf3ed307d80e13cd,疑似共同地点聚集,进食场所：街头食品;详细进食地点：山东省潍坊市诸城市相州镇曹家洼烧烤店,2019/8/24 12:09,已排除,医院级
41ff3597e2544fe89bc8914c039dbad8,疑似共同地点聚集,进食场所：街头食品;详细进食地点：山东省潍坊市诸城市密州街道办事处建国社区烧烤店,2019/9/6 12:10,已排除,医院级
43ae3d4d8a444ca49b462e3490052889,疑似共同地点聚集,进食场所：街头食品;详细进食地点：山东省潍坊市诸城市密州街道办事处大华社区华都富林烧烤店,2019/8/17 16:09,已排除,医院级
b4c874e5cccd40538c9396ee38f79970,疑似共同食品聚集,食品名称：烤肉串;加工及包装方式：餐饮服务业,2019/9/1 1:10,已排除,医院级
ad3bd115ecda414799bfaa3957e562e2,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：湖北省武汉市江汉区北湖万松园大排档,2019/8/16 16:09,已确定,医院级
661cafaabd244a82bc799af7c640a169,疑似共同食品聚集,食品名称：凉菜口水鸡;加工及包装方式：餐饮服务业,2019/8/16 16:11,已确定,医院级
64dd4ff311744b5989a9a44773d77e3b,疑似共同食品聚集,食品品牌：华英;食品名称：老冰棍;加工及包装方式：预包装,2019/7/3 3:05,已排除,医院级
8de012307e8d429189fc28fb54a443ba,疑似共同食品聚集,食品名称：烧鸡;加工及包装方式：餐饮服务业,2019/9/16 16:13,已排除,医院级
736d6b9ac16f4362878eb28af59f7e87,疑似共同食品聚集,食品品牌：雪花;食品名称：啤酒;加工及包装方式：预包装,2019/6/30 18:12,已排除,医院级
13882f4156734f9fb5f3cf05ed3dd81e,疑似共同食品聚集,食品品牌：山水;食品名称：啤酒;加工及包装方式：预包装,2019/6/30 18:12,已排除,医院级
d5430b2b09e947199eeeb6a6683055d7,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：山东省菏泽市曹县青岗集镇青岗集村,2019/8/4 16:04,已排除,医院级
cafdb85ac73e4e19b8ac435992a601ea,疑似共同地点聚集,进食场所：工地食堂;详细进食地点：广西壮族自治区桂林市临桂区兴进售楼部食堂,2019/8/29 1:08,已排除,医院级
f7aac04dfbc24c59afc677fcc523ee68,疑似共同地点聚集,进食场所：其他;详细进食地点：湖南省永州市江永县上江圩镇桐口村2组野外,2019/11/16 16:14,已确定,医院级
0d4c8c3f976d466c820ae9dbb7900b71,疑似共同食品聚集,食品品牌：香飘飘;食品名称：香飘飘奶茶;加工及包装方式：预包装,2019/10/24 16:14,已确定,医院级
98a4dd43479a48ec988b7550e709452d,疑似共同食品聚集,食品名称：混合食品;加工及包装方式：餐饮服务业,2019/8/29 1:09,已排除,医院级
8c9dc6b1aae64ba0bdcb9bba13d29fd7,疑似共同地点聚集,进食场所：学校食堂;详细进食地点：山东省济宁市任城区南张街道金摇篮幼儿园,2019/8/10 12:08,已确定,医院级
6c49479da70648c0b4252678c9e830e2,疑似共同食品聚集,食品品牌：崂山;食品名称：啤酒;加工及包装方式：预包装,2019/7/7 3:17,已排除,医院级
0651853737474512a36b3ec1b999ede5,疑似共同地点聚集,进食场所：学校;详细进食地点：山东省济宁市任城区南张街道金摇篮幼儿园,2019/8/10 12:07,已确定,医院级
cc73019ddcc34a59b0a2abf26048b51a,疑似共同食品聚集,食品品牌：天山雪酸牛奶;食品名称：酸牛奶;加工及包装方式：预包装,2019/8/10 12:08,已确定,医院级
d7b6ed0b6389474695e1b3529555fb6b,疑似共同食品聚集,食品品牌：新蚂蚁上树;食品名称：雪糕;加工及包装方式：预包装,2019/6/30 18:12,已排除,医院级
eada9b4eb0ad42e7bbc28a39f27b3306,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/8/15 1:10,已排除,省级
6c6fc1fac6c7436bb92373c45e19a175,疑似共同食品聚集,食品名称：烤肉;加工及包装方式：餐饮服务业,2019/12/26 12:18,已确定,省级
79f4d94374694d1d89c65dde2675fa8d,疑似共同食品聚集,食品名称：炒粉;加工及包装方式：餐饮服务业,2019/9/13 12:11,已确定,省级
6947a3e1d718427c946dac241a79b28c,疑似共同食品聚集,食品名称：豆腐（猪肉沫烧豆腐）;加工及包装方式：餐饮服务业,2019/10/28 1:13,已确定,医院级
0862ebfaaa2e4c418b09d20e1066cdd1,疑似共同地点聚集,进食场所：单位食堂;详细进食地点：四川省绵阳市江油市江油市长祥特钢食堂,2019/10/28 1:12,已确定,医院级
0252f02ff2714fc0810958a96bf16527,疑似共同食品聚集,食品名称：炒莲白;加工及包装方式：餐饮服务业,2019/10/28 1:13,已确定,医院级
cd5f051bd8004df69cabe8be82453675,疑似共同食品聚集,食品名称：猪肉沫（猪肉沫烧豆腐）;加工及包装方式：餐饮服务业,2019/10/28 1:13,已确定,医院级
a607507c67c54681ad924cf60fad3548,疑似共同食品聚集,食品名称：猪肉沫（肉沫烧豆腐）;加工及包装方式：餐饮服务业,2019/10/28 1:13,已确定,医院级
a3977ce435994a438e94d2c219d2b759,疑似共同食品聚集,食品名称：豆腐（肉沫烧豆腐）;加工及包装方式：餐饮服务业,2019/10/28 1:13,已确定,医院级
9bd3037afb9a4c17afa0d88d961cc03f,疑似共同食品聚集,食品名称：炒莲花白;加工及包装方式：餐饮服务业,2019/10/28 1:13,已确定,医院级
a8f0b317282e43e58bb7f33d279f535b,疑似共同地点聚集,进食场所：食品店;详细进食地点：湖北省武汉市蔡甸区奓山街蔡明纬对面煲仔饭,2019/10/21 12:13,已排除,医院级
f500efd980a74f5d93915ee0a96c0dc8,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：湖北省武汉市汉南区全力一路邓厨,2019/9/14 12:11,已排除,医院级
e577a251676b4cc583fd40f9f5d6f633,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：广东省中山市古镇镇海州海都酒店,2019/11/13 12:14,已排除,医院级
e0f0bb2e37544c40beb87142e4c2e2c5,疑似共同食品聚集,食品名称：凉皮;加工及包装方式：餐饮服务业,2019/10/14 16:14,已排除,区县级
dafa07a570aa45c081174a415bd14bb7,疑似共同食品聚集,食品名称：大盘鸡;加工及包装方式：餐饮服务业,2019/10/22 16:16,已排除,区县级
